ALAS_Optimized
  1.000000  -0.009500
  0.993289  -0.007345
  0.986577  -0.005227
  0.979866  -0.003160
  0.973154  -0.001136
  0.966443   0.000837
  0.959732   0.002780
  0.953020   0.004727
  0.946309   0.006645
  0.939597   0.008509
  0.932886   0.010330
  0.926174   0.012108
  0.919463   0.013834
  0.912752   0.015513
  0.906040   0.017194
  0.899329   0.018855
  0.892617   0.020475
  0.885906   0.022048
  0.879195   0.023580
  0.872483   0.025054
  0.865772   0.026532
  0.859060   0.027992
  0.852349   0.029416
  0.845638   0.030770
  0.838926   0.032117
  0.832215   0.033460
  0.825503   0.034757
  0.818792   0.036010
  0.812081   0.037227
  0.805369   0.038436
  0.798658   0.039621
  0.791946   0.040772
  0.785235   0.041861
  0.778523   0.042935
  0.771812   0.044003
  0.765101   0.045039
  0.758389   0.046043
  0.751678   0.047036
  0.744966   0.048018
  0.738255   0.048913
  0.731544   0.049802
  0.724832   0.050677
  0.718121   0.051518
  0.711409   0.052329
  0.704698   0.053128
  0.697987   0.053922
  0.691275   0.054667
  0.684564   0.055404
  0.677852   0.056097
  0.671141   0.056787
  0.664430   0.057456
  0.657718   0.058108
  0.651007   0.058713
  0.644295   0.059306
  0.637584   0.059879
  0.630872   0.060436
  0.624161   0.060969
  0.617450   0.061499
  0.610738   0.062026
  0.604027   0.062525
  0.597315   0.062994
  0.590604   0.063439
  0.583893   0.063859
  0.577181   0.064271
  0.570470   0.064676
  0.563758   0.065064
  0.557047   0.065437
  0.550336   0.065788
  0.543624   0.066120
  0.536913   0.066448
  0.530201   0.066773
  0.523490   0.067066
  0.516779   0.067328
  0.510067   0.067594
  0.503356   0.067864
  0.496644   0.068101
  0.489933   0.068300
  0.483221   0.068502
  0.476510   0.068709
  0.469799   0.068890
  0.463087   0.069032
  0.456376   0.069173
  0.449664   0.069312
  0.442953   0.069433
  0.436242   0.069525
  0.429530   0.069607
  0.422819   0.069673
  0.416107   0.069740
  0.409396   0.069811
  0.402685   0.069865
  0.395973   0.069888
  0.389262   0.069903
  0.382550   0.069903
  0.375839   0.069895
  0.369128   0.069873
  0.362416   0.069830
  0.355705   0.069757
  0.348993   0.069686
  0.342282   0.069618
  0.335570   0.069515
  0.328859   0.069381
  0.322148   0.069227
  0.315436   0.069060
  0.308725   0.068866
  0.302013   0.068660
  0.295302   0.068453
  0.288591   0.068245
  0.281879   0.067980
  0.275168   0.067708
  0.268456   0.067406
  0.261745   0.067093
  0.255034   0.066752
  0.248322   0.066414
  0.241611   0.066078
  0.234899   0.065695
  0.228188   0.065292
  0.221477   0.064877
  0.214765   0.064441
  0.208054   0.063934
  0.201342   0.063412
  0.194631   0.062878
  0.187919   0.062301
  0.181208   0.061713
  0.174497   0.061109
  0.167785   0.060472
  0.161074   0.059809
  0.154362   0.059083
  0.147651   0.058314
  0.140940   0.057514
  0.134228   0.056711
  0.127517   0.055874
  0.120805   0.055003
  0.114094   0.054089
  0.107383   0.053079
  0.100671   0.052004
  0.093960   0.050877
  0.087248   0.049723
  0.080537   0.048490
  0.073826   0.047117
  0.067114   0.045645
  0.060403   0.044080
  0.053691   0.042384
  0.046980   0.040490
  0.040268   0.038370
  0.033557   0.035996
  0.026846   0.033190
  0.020134   0.029635
  0.013423   0.025253
  0.006711   0.018816
  0.000000   0.000000
  0.006711  -0.018814
  0.013423  -0.025263
  0.020134  -0.029629
  0.026846  -0.033115
  0.033557  -0.035889
  0.040268  -0.038268
  0.046980  -0.040391
  0.053691  -0.042284
  0.060403  -0.043980
  0.067114  -0.045545
  0.073826  -0.047018
  0.080537  -0.048390
  0.087248  -0.049622
  0.093960  -0.050779
  0.100671  -0.051900
  0.107383  -0.052983
  0.114094  -0.054026
  0.120805  -0.054998
  0.127517  -0.055877
  0.134228  -0.056710
  0.140940  -0.057514
  0.147651  -0.058314
  0.154362  -0.059083
  0.161074  -0.059809
  0.167785  -0.060472
  0.174497  -0.061109
  0.181208  -0.061713
  0.187919  -0.062300
  0.194631  -0.062878
  0.201342  -0.063414
  0.208054  -0.063933
  0.214765  -0.064431
  0.221477  -0.064909
  0.228188  -0.065377
  0.234899  -0.065788
  0.241611  -0.066195
  0.248322  -0.066593
  0.255034  -0.066957
  0.261745  -0.067291
  0.268456  -0.067604
  0.275168  -0.067909
  0.281879  -0.068181
  0.288591  -0.068446
  0.295302  -0.068654
  0.302013  -0.068858
  0.308725  -0.069045
  0.315436  -0.069216
  0.322148  -0.069350
  0.328859  -0.069464
  0.335570  -0.069548
  0.342282  -0.069620
  0.348993  -0.069679
  0.355705  -0.069706
  0.362416  -0.069706
  0.369128  -0.069680
  0.375839  -0.069635
  0.382550  -0.069572
  0.389262  -0.069499
  0.395973  -0.069386
  0.402685  -0.069252
  0.409396  -0.069089
  0.416107  -0.068910
  0.422819  -0.068712
  0.429530  -0.068504
  0.436242  -0.068257
  0.442953  -0.067988
  0.449664  -0.067690
  0.456376  -0.067375
  0.463087  -0.067042
  0.469799  -0.066700
  0.476510  -0.066303
  0.483221  -0.065871
  0.489933  -0.065386
  0.496644  -0.064864
  0.503356  -0.064291
  0.510067  -0.063678
  0.516779  -0.063015
  0.523490  -0.062312
  0.530201  -0.061559
  0.536913  -0.060765
  0.543624  -0.059923
  0.550336  -0.059039
  0.557047  -0.058106
  0.563758  -0.057133
  0.570470  -0.056109
  0.577181  -0.055047
  0.583893  -0.053932
  0.590604  -0.052782
  0.597315  -0.051573
  0.604027  -0.050328
  0.610738  -0.049063
  0.617450  -0.047788
  0.624161  -0.046465
  0.630872  -0.045126
  0.637584  -0.043767
  0.644295  -0.042404
  0.651007  -0.040992
  0.657718  -0.039576
  0.664430  -0.038169
  0.671141  -0.036748
  0.677852  -0.035271
  0.684564  -0.033795
  0.691275  -0.032319
  0.697987  -0.030843
  0.704698  -0.029366
  0.711409  -0.027890
  0.718121  -0.026414
  0.724832  -0.024937
  0.731544  -0.023460
  0.738255  -0.021982
  0.744966  -0.020512
  0.751678  -0.019054
  0.758389  -0.017633
  0.765101  -0.016226
  0.771812  -0.014846
  0.778523  -0.013499
  0.785235  -0.012202
  0.791946  -0.010954
  0.798658  -0.009742
  0.805369  -0.008642
  0.812081  -0.007591
  0.818792  -0.006578
  0.825503  -0.005626
  0.832215  -0.004740
  0.838926  -0.003921
  0.845638  -0.003231
  0.852349  -0.002616
